uid,postnum,keywordsnum,ratio,followerscount,name
1897575002,1095,197,0.179908675799,364372,冷笑话汇集地
1276821910,247,243,0.983805668016,410010,作家王京
1813695962,834,148,0.177458033573,102631,名韩医学美容
1696257732,671,39,0.0581222056632,105846,鲤鱼驴
1964696310,1099,80,0.0727934485896,130474,萌宠物丶互粉
2518350235,408,8,0.0196078431373,109119,淘宝原单控
1629157955,1101,175,0.158946412352,102843,就爱美搭配网
1679494563,215,23,0.106976744186,140927,淘酷返利网
2300253561,304,37,0.121710526316,130787,内涵遇到冷笑话
1159404835,1099,464,0.42220200182,116046,城口桥佬
1897604734,1100,185,0.168181818182,354256,动漫常识
2132485835,1049,127,0.121067683508,191626,中国达人2011-2012
1897612134,1098,262,0.238615664845,363217,最搞笑排行榜
1931173132,699,156,0.223175965665,645025,学点实用心理学
2619042610,248,40,0.161290322581,236419,三也生物
