uid,postnum,keywordsnum,ratio,followerscount,name
2512574061,984,32,0.0325203252033,271871,恋上连衣裙
2664138390,1086,484,0.445672191529,180954,永康网
1508737305,58,2,0.0344827586207,92387,L-leader聂lin
2257749657,1098,38,0.0346083788707,110734,闫小涛涛
2464974500,666,52,0.0780780780781,72254,阳美翡翠A货
1880327847,1000,201,0.201,377179,星座心语心理学
2682095281,573,62,0.108202443281,112021,海贼王丶专属区
1827673715,745,76,0.102013422819,168981,威风网
2682160821,1000,197,0.197,114680,一起NBA吧
2468218554,1098,169,0.153916211293,166189,朱家尖海景婚纱摄影工作室
2617312961,27,0,0.0,75698,每天逛逛淘宝
2084210373,216,29,0.134259259259,201255,时尚京城
2477065931,1061,118,0.111215834119,53208,恋上香香
2028504781,1085,40,0.036866359447,206941,wo家小狐狸
2191886033,1132,119,0.105123674912,123072,第一家居网宁波站
1517356754,369,42,0.113821138211,205894,歌手易丹
2291500755,1000,14,0.014,70423,倒念__蛋笨是我
2649949910,30,0,0.0,115838,999句歌词
2156529367,1098,1491,1.35792349727,111680,吉林乐居
2471790300,100,6,0.06,78937,视觉潮流设计师Stan
2015987433,710,35,0.0492957746479,79788,NEWSTARZ_丁一
2188771623,1098,203,0.184881602914,117622,时尚风潮最前沿
2515306223,112,20,0.178571428571,50829,热门武汉
2638284533,532,279,0.524436090226,116163,叶军分享
1665107703,511,17,0.0332681017613,93848,Hbs_9少
1838647034,611,72,0.117839607201,128807,俏妞希贝
2603353862,235,40,0.170212765957,50498,部落客者
2645264142,515,28,0.0543689320388,53828,奥斯卡大全
1729445590,839,89,0.106078665077,69100,李成leesen
2019067673,88,0,0.0,111468,刘子乐乐
2297136922,764,378,0.494764397906,113671,成都知道
2473133853,170,4,0.0235294117647,69417,晒卫星的小狮子
2554005280,1056,213,0.201704545455,120612,时尚精品热点
2167244582,1000,199,0.199,62989,陈公子的生活
1906345767,1098,60,0.0546448087432,109976,要命瑶坨坨
2629175081,1,0,0.0,57414,郭月明子_Emily
1054498573,73,25,0.342465753425,102454,返利网官网fanliwang_cn
1949206320,1000,86,0.086,53724,合肥花絮
2135689015,1099,102,0.0928116469518,57639,TOM314
2485585721,331,321,0.969788519637,51241,中玺控股贵金属
2327185210,1095,43,0.0392694063927,97611,笑多了经常怀孕
1783334715,1098,1564,1.42440801457,116343,孔媛媛
2619443004,181,80,0.441988950276,56505,阳江城市广播
2558068544,471,73,0.154989384289,120698,海信电视宁波分公司
2006452033,256,5,0.01953125,85718,陈俊麟_小西
2014381892,1080,58,0.0537037037037,82527,左歆媛
1925384005,1,0,0.0,112061,淘马俑
2122975052,105,2,0.0190476190476,246742,Matt-Adumm
2303133521,353,14,0.0396600566572,67380,淘客聚划算
2035451737,571,38,0.0665499124343,113794,佳人苹果脸
1581713242,657,196,0.298325722983,62506,黄剀元
1829858277,67,3,0.044776119403,94425,VBo_徐浩
2005469027,50,12,0.24,100901,郑俊gucn
2526054244,413,21,0.0508474576271,54159,创一本BEN-HOMME男装
2001569637,1098,958,0.872495446266,98935,药店网
2149812070,1089,561,0.515151515152,113277,临沂微博
1890846574,1098,175,0.159380692168,374998,女人瘦身馆
1651443567,1094,175,0.159963436929,50816,水煮沉浮
1914341234,272,8,0.0294117647059,166159,V划算
1648396152,423,115,0.271867612293,54529,养心鸡汤
2477852542,5,1,0.2,50092,莫晓琪1202
2490926983,1098,205,0.186703096539,59877,尚典侍克光
2651064201,1092,361,0.330586080586,118280,胜过糖尿病
2317191053,286,1,0.0034965034965,52227,胡馨宇_
2650276163,163,0,0.0,108709,青年文摘流行ID_jfd
1041991573,1103,523,0.47416137806,52428,中国茶叶门户网
1716488091,987,30,0.0303951367781,121485,MoNiCa_刘湃湃
2360280991,173,3,0.0173410404624,101751,闫晨同學
2644772772,680,72,0.105882352941,127000,购利多返利网
2638055333,104,1,0.00961538461538,53633,陈梓菱Lisa
2014316454,1078,490,0.454545454545,144763,IT数码-圈中客
2014447530,1079,41,0.0379981464319,142510,时尚丽质女人
